timestamp,date,hour,daypart,day_of_week,month,month_num,country,continent,endpoint,method,status_code,bytes_sent,duration_ms,age_group,gender,ip_address,user_agent
2025-01-04 19:22:06,2025-01-04,19,Evening,Saturday,January,1,India,Asia,/pricing,POST,301,33600,2084,55+,Female,156.203.185.108,Safari/iOS
2025-01-04 19:35:52,2025-01-04,19,Evening,Saturday,January,1,Kenya,Africa,/ai-assistant,POST,200,46884,2221,45-54,Male,84.242.69.169,Chrome/Mac
2025-01-04 19:54:44,2025-01-04,19,Evening,Saturday,January,1,India,Asia,/schedule-demo,GET,200,58858,237,18-24,Female,93.30.87.66,Chrome/Windows
2025-01-04 19:59:06,2025-01-04,19,Evening,Saturday,January,1,United States,North America,/schedule-demo,GET,200,33354,1871,18-24,Female,79.82.66.177,Safari/Mac
2025-01-04 20:07:51,2025-01-04,20,Evening,Saturday,January,1,Brazil,South America,/,GET,500,7854,623,18-24,Female,58.240.88.20,Edge/Windows
2025-01-04 20:11:17,2025-01-04,20,Evening,Saturday,January,1,United Kingdom,Europe,/ai-assistant,POST,403,21900,2725,25-34,Female,199.23.59.14,Safari/Mac
2025-01-04 20:43:21,2025-01-04,20,Evening,Saturday,January,1,United Kingdom,Europe,/ai-assistant,GET,200,52232,187,45-54,Male,198.239.182.105,Safari/Mac
2025-01-04 20:54:09,2025-01-04,20,Evening,Saturday,January,1,United States,North America,/pricing,GET,301,26857,1982,25-34,Female,207.210.98.20,Chrome/Windows
2025-01-04 20:59:04,2025-01-04,20,Evening,Saturday,January,1,Brazil,South America,/schedule-demo,GET,200,17768,2420,45-54,Female,218.100.156.37,Edge/Windows
2025-01-04 21:31:57,2025-01-04,21,Night,Saturday,January,1,South Africa,Africa,/about,POST,200,64423,1187,35-44,Male,135.8.64.133,Chrome/Android
2025-01-04 22:40:33,2025-01-04,22,Night,Saturday,January,1,Botswana,Africa,/about,POST,302,16833,1829,25-34,Female,100.153.35.151,Chrome/Windows
2025-01-04 22:55:16,2025-01-04,22,Night,Saturday,January,1,Botswana,Africa,/events,GET,404,49904,931,25-34,Female,144.226.178.44,Edge/Windows
2025-01-04 23:25:51,2025-01-04,23,Night,Saturday,January,1,Kenya,Africa,/schedule-demo,GET,200,52479,1526,25-34,Female,176.160.24.205,Edge/Windows
2025-01-04 23:41:33,2025-01-04,23,Night,Saturday,January,1,Zambia,Africa,/events,GET,200,3675,1054,45-54,Female,211.73.228.193,Chrome/Mac
2025-01-04 23:46:11,2025-01-04,23,Night,Saturday,January,1,United Kingdom,Europe,/events,GET,404,52450,1471,45-54,Female,4.243.101.152,Firefox/Windows
2025-01-04 23:51:48,2025-01-04,23,Night,Saturday,January,1,United Kingdom,Europe,/pricing,POST,200,51863,2080,25-34,Female,141.146.222.146,Safari/iOS
2025-01-04 23:52:09,2025-01-04,23,Night,Saturday,January,1,South Africa,Africa,/events,POST,200,17744,2432,25-34,Female,217.13.17.8,Chrome/Windows
2025-01-05 00:34:45,2025-01-05,0,Night,Sunday,January,1,Kenya,Africa,/ai-assistant,GET,404,11663,2462,18-24,Male,130.188.13.42,Edge/Windows
2025-01-05 01:04:30,2025-01-05,1,Night,Sunday,January,1,Nigeria,Africa,/,GET,500,20081,2875,35-44,Female,122.154.181.200,Chrome/Android
2025-01-05 01:15:41,2025-01-05,1,Night,Sunday,January,1,United Kingdom,Europe,/,GET,500,30755,154,45-54,Male,172.254.254.236,Chrome/Mac
2025-01-05 01:17:48,2025-01-05,1,Night,Sunday,January,1,Zambia,Africa,/events,GET,200,3962,2456,18-24,Male,104.235.63.38,Chrome/Mac
2025-01-05 01:22:57,2025-01-05,1,Night,Sunday,January,1,Botswana,Africa,/schedule-demo,GET,404,61690,2025,55+,Male,204.88.235.202,Firefox/Windows
2025-01-05 01:24:08,2025-01-05,1,Night,Sunday,January,1,United Kingdom,Europe,/,GET,200,2696,2314,45-54,Male,203.18.178.51,Safari/iOS
2025-01-05 01:38:43,2025-01-05,1,Night,Sunday,January,1,Botswana,Africa,/events,GET,403,60710,79,45-54,Female,109.9.192.12,Safari/Mac
2025-01-05 01:46:51,2025-01-05,1,Night,Sunday,January,1,Kenya,Africa,/schedule-demo,GET,200,47971,1191,45-54,Female,213.183.173.219,Edge/Windows
2025-01-05 02:12:44,2025-01-05,2,Night,Sunday,January,1,South Africa,Africa,/ai-assistant,GET,404,22027,1128,35-44,Male,218.200.203.91,Edge/Windows
2025-01-05 02:41:40,2025-01-05,2,Night,Sunday,January,1,United States,North America,/pricing,GET,200,4271,357,35-44,Female,147.10.201.102,Chrome/Android
2025-01-05 02:54:34,2025-01-05,2,Night,Sunday,January,1,Germany,Europe,/events,GET,200,4582,2161,55+,Male,177.107.208.78,Chrome/Android
2025-01-05 02:56:18,2025-01-05,2,Night,Sunday,January,1,Nigeria,Africa,/schedule-demo,GET,200,43899,1120,18-24,Male,188.49.145.250,Chrome/Mac
2025-01-05 03:02:39,2025-01-05,3,Night,Sunday,January,1,United Kingdom,Europe,/ai-assistant,GET,301,7047,391,35-44,Female,60.150.132.177,Chrome/Windows
2025-01-05 03:11:55,2025-01-05,3,Night,Sunday,January,1,United Kingdom,Europe,/about,POST,200,64674,2833,18-24,Male,173.162.252.82,Chrome/Android
2025-01-05 03:14:08,2025-01-05,3,Night,Sunday,January,1,United States,North America,/pricing,GET,404,10893,2281,18-24,Male,213.11.177.89,Edge/Windows
2025-01-05 03:51:20,2025-01-05,3,Night,Sunday,January,1,Germany,Europe,/ai-assistant,GET,301,29044,239,25-34,Male,220.64.102.192,Edge/Windows
2025-01-05 03:54:54,2025-01-05,3,Night,Sunday,January,1,United Kingdom,Europe,/,GET,200,34307,427,35-44,Male,178.227.234.47,Chrome/Android
2025-01-05 04:27:30,2025-01-05,4,Night,Sunday,January,1,Australia,Oceania,/,GET,200,55847,2563,18-24,Female,131.19.9.181,Edge/Windows
2025-01-05 05:16:06,2025-01-05,5,Morning,Sunday,January,1,South Africa,Africa,/about,GET,200,30331,1121,18-24,Male,205.203.46.70,Chrome/Windows
2025-01-05 05:31:06,2025-01-05,5,Morning,Sunday,January,1,Kenya,Africa,/pricing,GET,200,44735,262,45-54,Male,93.36.9.43,Safari/iOS
2025-01-05 06:17:17,2025-01-05,6,Morning,Sunday,January,1,Nigeria,Africa,/,POST,200,63433,2532,25-34,Female,151.189.201.223,Edge/Windows
2025-01-05 06:33:59,2025-01-05,6,Morning,Sunday,January,1,South Africa,Africa,/ai-assistant,GET,200,41396,2282,25-34,Female,212.95.165.250,Edge/Windows
2025-01-05 06:50:00,2025-01-05,6,Morning,Sunday,January,1,Botswana,Africa,/,GET,301,39826,659,45-54,Female,15.98.150.244,Safari/Mac
2025-01-05 07:02:59,2025-01-05,7,Morning,Sunday,January,1,Botswana,Africa,/schedule-demo,GET,301,52810,2903,35-44,Male,52.107.43.13,Safari/iOS
2025-01-05 07:39:56,2025-01-05,7,Morning,Sunday,January,1,Nigeria,Africa,/,GET,200,35758,2324,18-24,Female,222.49.58.226,Safari/iOS
2025-01-05 07:42:43,2025-01-05,7,Morning,Sunday,January,1,Zambia,Africa,/,GET,200,723,1324,35-44,Female,29.36.228.199,Firefox/Windows
2025-01-05 08:11:15,2025-01-05,8,Morning,Sunday,January,1,Nigeria,Africa,/contact,GET,200,58692,2029,18-24,Male,89.65.33.238,Chrome/Windows
2025-01-05 08:20:59,2025-01-05,8,Morning,Sunday,January,1,Germany,Europe,/,POST,200,25804,1939,18-24,Female,185.189.69.15,Safari/Mac
2025-01-05 09:31:49,2025-01-05,9,Morning,Sunday,January,1,Germany,Europe,/schedule-demo,GET,404,62938,2753,25-34,Female,216.46.64.195,Safari/iOS
2025-01-05 09:33:52,2025-01-05,9,Morning,Sunday,January,1,Botswana,Africa,/events,GET,302,9672,1393,18-24,Female,5.68.24.105,Edge/Windows
2025-01-05 09:44:46,2025-01-05,9,Morning,Sunday,January,1,United Kingdom,Europe,/ai-assistant,GET,404,38952,2448,25-34,Female,60.52.196.96,Safari/Mac
2025-01-05 09:47:55,2025-01-05,9,Morning,Sunday,January,1,South Africa,Africa,/events,GET,200,58996,1265,35-44,Male,219.215.255.26,Chrome/Mac
2025-01-05 09:52:29,2025-01-05,9,Morning,Sunday,January,1,South Africa,Africa,/ai-assistant,GET,200,58480,2631,18-24,Female,172.101.68.43,Chrome/Windows
2025-01-05 10:09:54,2025-01-05,10,Morning,Sunday,January,1,South Africa,Africa,/events,POST,404,31420,2929,45-54,Male,192.120.41.151,Edge/Windows
2025-01-05 10:13:32,2025-01-05,10,Morning,Sunday,January,1,Germany,Europe,/,GET,200,62109,1503,55+,Female,208.100.197.132,Chrome/Android
2025-01-05 10:21:43,2025-01-05,10,Morning,Sunday,January,1,Zimbabwe,Africa,/events,GET,200,38589,135,25-34,Male,222.220.90.180,Chrome/Android
2025-01-05 10:36:54,2025-01-05,10,Morning,Sunday,January,1,Australia,Oceania,/events,GET,200,52544,383,25-34,Female,138.163.40.46,Firefox/Windows
2025-01-05 10:40:28,2025-01-05,10,Morning,Sunday,January,1,Brazil,South America,/,POST,200,12347,1207,18-24,Male,209.67.128.63,Chrome/Windows
2025-01-05 10:43:32,2025-01-05,10,Morning,Sunday,January,1,Zimbabwe,Africa,/ai-assistant,GET,200,6888,1918,55+,Female,159.45.139.224,Edge/Windows
2025-01-05 10:50:09,2025-01-05,10,Morning,Sunday,January,1,United States,North America,/,GET,200,8241,2076,35-44,Male,213.91.109.220,Chrome/Windows
2025-01-05 11:07:28,2025-01-05,11,Morning,Sunday,January,1,Nigeria,Africa,/about,GET,200,64758,1600,25-34,Female,204.235.50.19,Safari/iOS
2025-01-05 11:21:01,2025-01-05,11,Morning,Sunday,January,1,Germany,Europe,/schedule-demo,GET,200,37768,2101,18-24,Female,22.217.55.201,Firefox/Windows
2025-01-05 11:22:35,2025-01-05,11,Morning,Sunday,January,1,Botswana,Africa,/,POST,200,1716,629,25-34,Female,30.42.21.143,Chrome/Mac
2025-01-05 11:29:53,2025-01-05,11,Morning,Sunday,January,1,United Kingdom,Europe,/,POST,200,42543,320,35-44,Non-binary,187.238.193.255,Chrome/Android
2025-01-05 11:44:57,2025-01-05,11,Morning,Sunday,January,1,Zimbabwe,Africa,/,GET,301,30939,2136,25-34,Female,197.80.231.47,Chrome/Android
2025-01-05 11:57:42,2025-01-05,11,Morning,Sunday,January,1,Kenya,Africa,/,GET,200,55621,1417,35-44,Male,174.238.47.18,Firefox/Windows
2025-01-05 12:08:19,2025-01-05,12,Afternoon,Sunday,January,1,United States,North America,/pricing,GET,302,7785,1162,25-34,Female,170.93.189.162,Chrome/Windows
2025-01-05 12:15:13,2025-01-05,12,Afternoon,Sunday,January,1,South Africa,Africa,/events,POST,404,16122,2588,55+,Female,200.169.24.108,Chrome/Windows
2025-01-05 12:16:16,2025-01-05,12,Afternoon,Sunday,January,1,United Kingdom,Europe,/,GET,500,52233,1962,25-34,Male,151.205.26.107,Chrome/Android
2025-01-05 12:33:20,2025-01-05,12,Afternoon,Sunday,January,1,United States,North America,/ai-assistant,GET,301,48162,877,45-54,Female,155.228.70.177,Firefox/Windows
2025-01-05 12:45:49,2025-01-05,12,Afternoon,Sunday,January,1,Germany,Europe,/ai-assistant,POST,404,7337,2943,45-54,Female,207.136.10.161,Chrome/Windows
2025-01-05 13:01:58,2025-01-05,13,Afternoon,Sunday,January,1,Brazil,South America,/schedule-demo,GET,200,38287,137,25-34,Male,93.211.138.166,Firefox/Windows
2025-01-05 13:15:50,2025-01-05,13,Afternoon,Sunday,January,1,United States,North America,/pricing,GET,200,53016,101,35-44,Female,6.94.211.159,Chrome/Android
2025-01-05 13:47:20,2025-01-05,13,Afternoon,Sunday,January,1,India,Asia,/,GET,200,39564,1967,35-44,Male,169.144.223.248,Edge/Windows
2025-01-05 13:52:59,2025-01-05,13,Afternoon,Sunday,January,1,Nigeria,Africa,/,POST,200,17345,928,55+,Male,138.73.76.214,Chrome/Mac
2025-01-05 14:03:55,2025-01-05,14,Afternoon,Sunday,January,1,South Africa,Africa,/ai-assistant,GET,200,50854,910,35-44,Male,144.190.101.131,Firefox/Windows
2025-01-05 14:23:01,2025-01-05,14,Afternoon,Sunday,January,1,Nigeria,Africa,/,GET,200,28851,106,18-24,Female,200.148.214.175,Chrome/Windows
2025-01-05 14:30:22,2025-01-05,14,Afternoon,Sunday,January,1,United Kingdom,Europe,/ai-assistant,GET,200,33280,1210,25-34,Male,157.89.134.45,Safari/iOS
2025-01-05 14:36:23,2025-01-05,14,Afternoon,Sunday,January,1,United States,North America,/events,GET,302,55231,2890,18-24,Female,84.53.71.98,Safari/iOS
2025-01-05 14:44:38,2025-01-05,14,Afternoon,Sunday,January,1,Zambia,Africa,/,GET,200,27807,1340,25-34,Female,221.100.253.120,Safari/Mac
2025-01-05 15:02:55,2025-01-05,15,Afternoon,Sunday,January,1,Kenya,Africa,/ai-assistant,GET,200,35778,1741,35-44,Female,214.0.193.241,Chrome/Mac
2025-01-05 15:18:13,2025-01-05,15,Afternoon,Sunday,January,1,Germany,Europe,/pricing,GET,200,14450,333,45-54,Male,88.123.113.186,Chrome/Windows
2025-01-05 15:20:54,2025-01-05,15,Afternoon,Sunday,January,1,South Africa,Africa,/schedule-demo,POST,200,3978,1018,18-24,Male,185.69.61.20,Safari/Mac
2025-01-05 15:22:41,2025-01-05,15,Afternoon,Sunday,January,1,Germany,Europe,/,POST,500,26766,766,25-34,Male,62.230.19.89,Chrome/Windows
2025-01-05 15:28:42,2025-01-05,15,Afternoon,Sunday,January,1,United States,North America,/ai-assistant,POST,200,45705,918,25-34,Male,161.253.126.157,Chrome/Windows
2025-01-05 16:35:08,2025-01-05,16,Afternoon,Sunday,January,1,Botswana,Africa,/,POST,403,8188,2775,25-34,Male,27.251.170.106,Safari/iOS
2025-01-05 16:51:59,2025-01-05,16,Afternoon,Sunday,January,1,Nigeria,Africa,/,GET,200,20282,554,18-24,Male,210.12.55.4,Chrome/Mac
2025-01-05 17:22:54,2025-01-05,17,Evening,Sunday,January,1,Botswana,Africa,/ai-assistant,GET,404,56032,490,25-34,Female,26.19.134.87,Safari/Mac
2025-01-05 17:50:13,2025-01-05,17,Evening,Sunday,January,1,Germany,Europe,/,POST,200,3432,1828,45-54,Female,212.11.117.125,Chrome/Android
2025-01-05 18:15:04,2025-01-05,18,Evening,Sunday,January,1,South Africa,Africa,/contact,GET,200,38017,2352,35-44,Female,86.184.144.48,Chrome/Mac
2025-01-05 18:21:42,2025-01-05,18,Evening,Sunday,January,1,Zambia,Africa,/pricing,GET,200,36487,2414,45-54,Female,201.93.177.143,Safari/iOS
2025-01-05 18:28:03,2025-01-05,18,Evening,Sunday,January,1,United States,North America,/ai-assistant,GET,200,8261,1792,45-54,Female,186.93.249.200,Edge/Windows
2025-01-05 18:33:50,2025-01-05,18,Evening,Sunday,January,1,United Kingdom,Europe,/pricing,GET,200,35518,476,18-24,Female,216.53.20.89,Safari/Mac
2025-01-05 18:46:46,2025-01-05,18,Evening,Sunday,January,1,India,Asia,/pricing,POST,200,30274,1098,25-34,Female,195.57.71.14,Firefox/Windows
2025-01-05 19:12:56,2025-01-05,19,Evening,Sunday,January,1,Zimbabwe,Africa,/ai-assistant,GET,200,43783,1800,35-44,Non-binary,138.15.210.80,Chrome/Android
2025-01-05 19:18:19,2025-01-05,19,Evening,Sunday,January,1,India,Asia,/ai-assistant,POST,200,23614,474,55+,Female,219.189.199.132,Edge/Windows
2025-01-05 19:31:44,2025-01-05,19,Evening,Sunday,January,1,Zimbabwe,Africa,/ai-assistant,GET,200,36780,2988,25-34,Male,158.142.64.161,Chrome/Mac
2025-01-05 19:32:48,2025-01-05,19,Evening,Sunday,January,1,United States,North America,/,POST,200,65083,365,55+,Female,140.236.17.191,Chrome/Windows
2025-01-05 19:38:23,2025-01-05,19,Evening,Sunday,January,1,Nigeria,Africa,/,GET,404,28431,2652,45-54,Male,53.186.20.64,Chrome/Windows
2025-01-05 20:05:23,2025-01-05,20,Evening,Sunday,January,1,United Kingdom,Europe,/,POST,301,51910,835,18-24,Male,189.219.227.212,Safari/iOS
2025-01-05 20:22:21,2025-01-05,20,Evening,Sunday,January,1,Botswana,Africa,/schedule-demo,GET,200,29037,2083,25-34,Female,74.205.30.74,Safari/Mac
2025-01-05 20:27:45,2025-01-05,20,Evening,Sunday,January,1,United States,North America,/pricing,POST,200,5802,1806,45-54,Male,92.131.227.248,Chrome/Android
2025-01-05 20:34:03,2025-01-05,20,Evening,Sunday,January,1,Zambia,Africa,/ai-assistant,GET,200,38586,1784,55+,Male,141.148.100.248,Chrome/Windows
2025-01-05 20:45:37,2025-01-05,20,Evening,Sunday,January,1,United Kingdom,Europe,/ai-assistant,GET,200,38336,1629,18-24,Non-binary,220.134.162.108,Chrome/Windows
2025-01-05 20:50:32,2025-01-05,20,Evening,Sunday,January,1,United Kingdom,Europe,/events,GET,200,13259,1986,25-34,Female,210.35.200.118,Edge/Windows
2025-01-05 21:25:29,2025-01-05,21,Night,Sunday,January,1,United States,North America,/pricing,GET,403,36605,1059,18-24,Female,213.102.149.12,Chrome/Windows
2025-01-05 21:59:39,2025-01-05,21,Night,Sunday,January,1,South Africa,Africa,/ai-assistant,GET,404,11837,1499,18-24,Female,34.211.227.158,Chrome/Mac
2025-01-05 22:12:03,2025-01-05,22,Night,Sunday,January,1,Botswana,Africa,/ai-assistant,GET,200,12489,1216,35-44,Female,20.97.80.115,Safari/iOS
2025-01-05 22:13:52,2025-01-05,22,Night,Sunday,January,1,United Kingdom,Europe,/ai-assistant,GET,200,24135,696,35-44,Male,223.104.196.118,Chrome/Mac
2025-01-05 22:21:25,2025-01-05,22,Night,Sunday,January,1,United Kingdom,Europe,/,GET,200,58092,2810,25-34,Male,103.39.7.230,Safari/iOS
2025-01-05 22:34:20,2025-01-05,22,Night,Sunday,January,1,South Africa,Africa,/schedule-demo,GET,404,62325,1864,55+,Male,154.224.2.17,Chrome/Windows
2025-01-05 22:38:37,2025-01-05,22,Night,Sunday,January,1,Germany,Europe,/ai-assistant,POST,404,44179,2294,25-34,Female,219.129.91.210,Chrome/Android
2025-01-05 23:01:33,2025-01-05,23,Night,Sunday,January,1,United Kingdom,Europe,/pricing,GET,404,14956,896,18-24,Non-binary,204.95.205.69,Chrome/Mac
2025-01-05 23:05:57,2025-01-05,23,Night,Sunday,January,1,Nigeria,Africa,/,GET,200,57995,1426,45-54,Male,66.80.41.19,Chrome/Mac
2025-01-05 23:12:51,2025-01-05,23,Night,Sunday,January,1,Botswana,Africa,/,POST,200,23846,2003,35-44,Non-binary,168.68.111.24,Safari/iOS
2025-01-06 00:04:41,2025-01-06,0,Night,Monday,January,1,South Africa,Africa,/pricing,GET,200,26664,1979,45-54,Female,177.214.209.121,Chrome/Android
2025-01-06 00:15:50,2025-01-06,0,Night,Monday,January,1,Zimbabwe,Africa,/ai-assistant,GET,500,64288,2630,35-44,Male,222.215.148.57,Edge/Windows
2025-01-06 00:39:32,2025-01-06,0,Night,Monday,January,1,United Kingdom,Europe,/,GET,200,1352,2213,18-24,Male,157.23.106.5,Edge/Windows
2025-01-06 00:42:00,2025-01-06,0,Night,Monday,January,1,Nigeria,Africa,/events,GET,200,53948,1978,45-54,Male,182.0.154.119,Chrome/Android
2025-01-06 00:42:07,2025-01-06,0,Night,Monday,January,1,Botswana,Africa,/ai-assistant,GET,404,59375,2514,18-24,Non-binary,215.225.127.252,Chrome/Windows
2025-01-06 01:17:30,2025-01-06,1,Night,Monday,January,1,South Africa,Africa,/about,GET,200,29044,411,18-24,Female,206.244.125.90,Chrome/Windows
2025-01-06 01:25:47,2025-01-06,1,Night,Monday,January,1,Botswana,Africa,/events,GET,404,28594,937,35-44,Male,154.233.93.233,Safari/Mac
2025-01-06 01:26:47,2025-01-06,1,Night,Monday,January,1,India,Asia,/,GET,302,58386,2288,55+,Male,213.95.180.199,Safari/Mac
2025-01-06 01:32:29,2025-01-06,1,Night,Monday,January,1,Germany,Europe,/,GET,200,55263,2501,45-54,Male,72.46.44.9,Chrome/Android
2025-01-06 02:16:45,2025-01-06,2,Night,Monday,January,1,Zambia,Africa,/,GET,302,65104,2808,35-44,Male,156.138.96.5,Chrome/Android
2025-01-06 02:37:21,2025-01-06,2,Night,Monday,January,1,Zambia,Africa,/ai-assistant,GET,200,42773,1594,35-44,Non-binary,67.50.96.186,Safari/Mac
2025-01-06 02:56:17,2025-01-06,2,Night,Monday,January,1,Botswana,Africa,/ai-assistant,GET,404,30460,800,55+,Female,163.185.10.175,Chrome/Mac
2025-01-06 03:01:06,2025-01-06,3,Night,Monday,January,1,South Africa,Africa,/,GET,500,62271,1422,25-34,Female,197.123.254.75,Chrome/Android
2025-01-06 03:09:18,2025-01-06,3,Night,Monday,January,1,Germany,Europe,/ai-assistant,GET,200,20353,2597,35-44,Male,205.191.194.176,Edge/Windows
2025-01-06 03:27:41,2025-01-06,3,Night,Monday,January,1,India,Asia,/ai-assistant,POST,200,63971,760,55+,Male,123.88.53.123,Safari/iOS
2025-01-06 03:32:09,2025-01-06,3,Night,Monday,January,1,India,Asia,/,GET,200,58251,1158,35-44,Male,207.104.39.101,Safari/Mac
2025-01-06 03:49:40,2025-01-06,3,Night,Monday,January,1,Botswana,Africa,/,GET,200,52799,562,45-54,Male,29.175.76.209,Chrome/Windows
2025-01-06 04:00:56,2025-01-06,4,Night,Monday,January,1,Australia,Oceania,/about,GET,500,14583,1208,45-54,Male,50.176.81.102,Chrome/Android
2025-01-06 04:05:51,2025-01-06,4,Night,Monday,January,1,Nigeria,Africa,/schedule-demo,GET,200,7005,2977,25-34,Male,23.38.177.87,Chrome/Android
2025-01-06 04:06:44,2025-01-06,4,Night,Monday,January,1,South Africa,Africa,/ai-assistant,POST,301,7965,813,25-34,Female,209.179.112.156,Edge/Windows
2025-01-06 04:16:48,2025-01-06,4,Night,Monday,January,1,Nigeria,Africa,/,GET,200,18390,866,25-34,Female,146.183.121.68,Chrome/Mac
2025-01-06 04:28:01,2025-01-06,4,Night,Monday,January,1,India,Asia,/ai-assistant,GET,404,21682,643,35-44,Female,99.224.6.44,Chrome/Windows
2025-01-06 04:35:49,2025-01-06,4,Night,Monday,January,1,Zimbabwe,Africa,/,POST,301,46153,2461,25-34,Male,212.244.142.244,Chrome/Android
2025-01-06 04:40:19,2025-01-06,4,Night,Monday,January,1,South Africa,Africa,/events,GET,200,60365,790,25-34,Male,199.186.31.168,Chrome/Windows
2025-01-06 04:40:30,2025-01-06,4,Night,Monday,January,1,United Kingdom,Europe,/schedule-demo,GET,302,64768,421,18-24,Male,160.105.79.46,Safari/Mac
2025-01-06 04:49:00,2025-01-06,4,Night,Monday,January,1,United Kingdom,Europe,/ai-assistant,GET,404,29968,1360,25-34,Male,223.57.210.172,Chrome/Android
2025-01-06 04:53:15,2025-01-06,4,Night,Monday,January,1,Botswana,Africa,/ai-assistant,POST,302,4141,390,18-24,Female,170.213.40.166,Safari/iOS
2025-01-06 05:20:44,2025-01-06,5,Morning,Monday,January,1,Zambia,Africa,/pricing,GET,200,26290,2996,25-34,Female,3.91.109.71,Firefox/Windows
2025-01-06 05:20:53,2025-01-06,5,Morning,Monday,January,1,Brazil,South America,/,GET,200,9146,802,45-54,Female,138.144.176.83,Firefox/Windows
2025-01-06 05:21:35,2025-01-06,5,Morning,Monday,January,1,Nigeria,Africa,/,POST,200,56191,467,35-44,Male,206.122.177.212,Edge/Windows
2025-01-06 05:22:55,2025-01-06,5,Morning,Monday,January,1,United Kingdom,Europe,/events,GET,200,13029,447,35-44,Female,82.247.142.56,Firefox/Windows
2025-01-06 05:24:08,2025-01-06,5,Morning,Monday,January,1,Nigeria,Africa,/,GET,200,63433,2967,25-34,Female,139.243.76.136,Safari/iOS
2025-01-06 06:16:20,2025-01-06,6,Morning,Monday,January,1,Kenya,Africa,/ai-assistant,POST,302,30032,2128,25-34,Female,173.51.247.233,Safari/iOS
2025-01-06 07:08:53,2025-01-06,7,Morning,Monday,January,1,Botswana,Africa,/about,GET,200,49757,2063,25-34,Male,116.15.252.212,Firefox/Windows
2025-01-06 07:14:39,2025-01-06,7,Morning,Monday,January,1,Kenya,Africa,/,POST,200,44280,1998,45-54,Male,212.200.118.84,Chrome/Android
2025-01-06 07:37:11,2025-01-06,7,Morning,Monday,January,1,India,Asia,/ai-assistant,GET,200,51809,1208,25-34,Female,212.52.22.251,Chrome/Android
2025-01-06 07:43:33,2025-01-06,7,Morning,Monday,January,1,United Kingdom,Europe,/,GET,200,48484,1863,55+,Female,85.168.97.131,Edge/Windows
2025-01-06 08:13:33,2025-01-06,8,Morning,Monday,January,1,Zambia,Africa,/events,GET,301,11248,2083,35-44,Female,39.20.65.219,Firefox/Windows
2025-01-06 08:25:42,2025-01-06,8,Morning,Monday,January,1,United Kingdom,Europe,/,GET,500,36084,760,35-44,Female,188.99.159.219,Chrome/Android
2025-01-06 08:30:39,2025-01-06,8,Morning,Monday,January,1,South Africa,Africa,/contact,GET,200,40612,1421,18-24,Male,195.244.169.185,Safari/iOS
2025-01-06 08:32:02,2025-01-06,8,Morning,Monday,January,1,Brazil,South America,/,GET,200,16186,1078,18-24,Female,221.244.17.238,Firefox/Windows
2025-01-06 09:03:41,2025-01-06,9,Morning,Monday,January,1,United States,North America,/,GET,200,25809,1147,25-34,Male,184.122.231.69,Chrome/Android
2025-01-06 10:00:38,2025-01-06,10,Morning,Monday,January,1,Australia,Oceania,/,POST,200,25626,783,18-24,Male,163.234.204.249,Safari/iOS
2025-01-06 10:02:04,2025-01-06,10,Morning,Monday,January,1,United Kingdom,Europe,/ai-assistant,POST,200,19204,911,18-24,Female,151.155.234.120,Safari/iOS
2025-01-06 10:27:56,2025-01-06,10,Morning,Monday,January,1,India,Asia,/events,GET,200,36436,1969,25-34,Male,67.55.168.166,Safari/iOS
2025-01-06 10:30:49,2025-01-06,10,Morning,Monday,January,1,Kenya,Africa,/ai-assistant,GET,200,16663,2271,35-44,Male,151.52.131.246,Chrome/Android
2025-01-06 11:42:11,2025-01-06,11,Morning,Monday,January,1,India,Asia,/schedule-demo,GET,200,58021,595,18-24,Male,5.10.179.53,Chrome/Windows
2025-01-06 11:42:30,2025-01-06,11,Morning,Monday,January,1,India,Asia,/,GET,301,45590,1242,45-54,Female,219.61.53.199,Firefox/Windows
2025-01-06 11:48:24,2025-01-06,11,Morning,Monday,January,1,Nigeria,Africa,/,POST,200,50813,409,45-54,Male,203.130.155.80,Chrome/Mac
2025-01-06 11:59:59,2025-01-06,11,Morning,Monday,January,1,United Kingdom,Europe,/pricing,POST,200,2627,1434,55+,Female,201.247.127.32,Safari/Mac
2025-01-06 12:14:35,2025-01-06,12,Afternoon,Monday,January,1,Brazil,South America,/events,GET,200,60499,2468,18-24,Male,87.232.251.80,Chrome/Android
2025-01-06 12:55:35,2025-01-06,12,Afternoon,Monday,January,1,United Kingdom,Europe,/,GET,200,58668,2510,55+,Male,188.204.36.199,Firefox/Windows
2025-01-06 13:11:32,2025-01-06,13,Afternoon,Monday,January,1,Nigeria,Africa,/pricing,POST,200,59508,1645,18-24,Female,96.104.27.143,Chrome/Mac
2025-01-06 13:22:56,2025-01-06,13,Afternoon,Monday,January,1,Brazil,South America,/pricing,GET,302,55262,618,45-54,Male,192.133.248.212,Chrome/Windows
2025-01-06 13:35:35,2025-01-06,13,Afternoon,Monday,January,1,United Kingdom,Europe,/,GET,200,25816,309,35-44,Female,213.81.118.195,Firefox/Windows
2025-01-06 13:47:22,2025-01-06,13,Afternoon,Monday,January,1,United Kingdom,Europe,/,POST,200,26222,855,35-44,Female,222.0.207.180,Safari/Mac
2025-01-06 13:47:24,2025-01-06,13,Afternoon,Monday,January,1,United States,North America,/,GET,403,34919,2884,45-54,Female,16.9.164.66,Safari/Mac
